,YR_1,YR_3,YR_5,YR_7,YR_9
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Pectinodesmus pectinatus|g__,0.000345586,0.000957929,0.000473718,0.000559853,0.00025975
k__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__Ignavibacterium,0.000178973,0.000302753,0.000365544,0.000261081,0.000188135
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium,5.66E-05,2.05E-05,1.03E-05,2.13E-05,8.13E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Berkeleya fennica,0.00010093,0.000158329,0.000256728,0.000224511,0.000124652
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__,0.000359888,0.000206808,0.000143063,0.000182718,0.000214495
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Neotessella volvocina|g__,0.001623749,0.000408393,0.000162299,0.000458324,0.000317711
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus,0.000136509,0.000405854,0.000277465,0.000136187,0.000228499
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Actibacter,0.000576429,0.000320382,0.000354282,0.000286643,0.000468714
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Chromobacteriaceae|g__Chromobacterium,0.000626057,0.000307537,0.000468433,0.000548507,0.000760978
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Actinoplanes,8.63E-05,0.00019538,0.000150118,5.78E-05,0.000101287
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Spongospora subterranea,0.000109776,0.000111489,0.000116803,7.18E-05,4.30E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Chlamydomonas leiostraca|g__,0.00139272,0.000280469,0.000330061,0.000140763,2.79E-05
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,1.70E-05,3.68E-05,1.89E-05,0.00097068,0.001560058
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Asticcacaulis,0.000285228,0.000263288,0.000465733,0.000595369,0.000604663
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Frankiales|f__Nakamurellaceae|g__Nakamurella,3.93E-05,1.45E-05,2.37E-05,6.77E-06,2.58E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Monodopsis sp. MarTras21|g__,4.69E-05,0.000102262,6.20E-05,2.24E-05,5.62E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Epulopiscium,7.11E-05,8.45E-05,4.50E-05,4.88E-05,3.87E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Romboutsia,0.000158167,0.000313293,0.000214334,0.000223218,0.000224998
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales Incertae Sedis|g__Phreatobacter,9.07E-05,0.000246443,0.000249198,0.000252798,0.000203967
k__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__|f__|g__,9.91E-05,0.000262161,0.000217716,0.000237013,0.000143068
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Nitrosomonadaceae|g__IS-44,8.00E-06,1.61E-05,1.02E-05,1.52E-05,7.29E-06
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Xylophilus,1.23E-05,2.13E-05,3.50E-05,2.24E-05,1.18E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__,1.28E-05,7.97E-06,2.26E-05,0,0
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Candidatus Planktoluna,5.24E-05,8.21E-05,8.47E-05,0.000152864,0.000103345
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Candidatus Methylospira,8.44E-05,0.000156444,0.000175052,0.000145275,9.01E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Rhodocyclaceae|g__Thauera,0.00018317,0.000114758,0.000136941,0.000111937,0.000176773
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Planoglabratella opercularis|g__,0.000534219,0.000694091,0.001014204,0.000567267,0.00022402
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Fluviicoccus,0.000217268,5.03E-05,0.000177455,6.08E-05,0.000215419
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidetes BD2-2|g__,7.00E-05,6.80E-05,9.23E-05,7.86E-05,7.03E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__AB1|g__,8.82E-05,0.000109137,7.54E-05,0.000231339,0.000451212
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Williamwhitmaniaceae|g__Acetobacteroides,2.67E-05,0.002706285,0.001048873,1.32E-05,0.00038066
k__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__SJA-28|f__|g__,9.25E-05,0.000143734,0.000153517,0.00012362,0.00014551
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Microscillaceae|g__Chryseolinea,5.29E-05,4.02E-05,5.68E-05,3.37E-05,5.02E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Exiguobacterales|f__Exiguobacteraceae|g__Exiguobacterium,0.000666758,0.000136384,0.000162488,0.0001046,0.000166632
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Rhodocyclaceae|g__Uliginosibacterium,0.000642313,0.000911164,0.000364104,0.000395516,0.00083726
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Chitinimonadaceae|g__Chitinivorax,0.000674126,0.0002211,0.000552238,0.000304612,0.000517488
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales|f__Holosporaceae|g__Holospora,2.10E-05,5.89E-05,0.000332419,2.40E-05,0.000167123
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Cyanobacteriales|f__Oscillatoriaceae|g__Oscillatoria PCC-10802,3.33E-06,1.40E-05,2.23E-05,8.93E-06,3.61E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Malawimonas jakobiformis,1.67E-05,6.89E-05,2.96E-05,0.000289918,0.000170822
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Paracaedibacterales|f__Paracaedibacteraceae|g__Candidatus Captivus,2.58E-06,9.88E-05,0.000214758,3.78E-05,1.51E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Magnetospirillaceae|g__Magnetospirillum,0.000173067,0.000645229,0.000971592,0.000208537,0.000245097
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__,0.000317091,0.000403818,0.00038053,0.000609766,0.000641911
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Bradyrhizobium,9.17E-05,0.000249231,0.000162016,0.0002589,0.00021678
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Zavarziniales|f__Zavarziniaceae|g__Zavarzinia,5.66E-05,6.67E-05,6.96E-05,9.46E-05,0.000102571
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__NK4A214 group,4.29E-05,9.72E-05,0.000103783,0.00011801,0.000315077
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales|f__Solimonadaceae|g__Hydrocarboniphaga,4.95E-05,3.27E-05,6.86E-05,7.62E-05,6.58E-05
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Kineosporiales|f__Kineosporiaceae|g__Angustibacter,0.000113706,0.000202481,8.25E-05,0.000136741,0.000164608
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__|f__|g__,0.000216492,0.000185123,0.000650178,0.000389,0.000584307
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria Incertae Sedis|f__|g__Candidatus Carsonella,0,4.37E-06,1.08E-05,5.45E-05,4.00E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Chlamydomonas applanata|g__,0.001328244,0.000458234,0.000564747,0.000224021,0.000105014
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidisphaera,0.000130299,0.000251536,0.000471356,0.000524001,0.000414212
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Chlamydomonas reinhardtii|g__,0.001176956,0.000407102,0.000225698,6.00E-05,6.12E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__|g__,5.33E-05,0.000233932,0.000264416,0.000444523,0.000267911
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Dicloster acuatus|g__,0.000133526,0.00029303,0.000195738,0.000154141,0.00019744
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Saccharina japonica,5.42E-05,8.68E-05,0.000123691,6.29E-05,0.000133801
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Novispirillum,0.00040795,0.000280317,0.000329966,0.000275188,0.000443319
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Diplorickettsiales|f__Diplorickettsiaceae|g__Aquicella,8.35E-05,0.000107291,0.000145404,0.000331679,0.000199133
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Psychromonadaceae|g__Psychromonas,0.000285664,0.000352265,0.000297956,0.000301462,0.000695079
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Hahellaceae|g__Hahella,2.05E-05,7.84E-05,6.93E-05,0.000568577,0.00101597
k__Bacteria|p__Actinobacteriota|c__Acidimicrobiia|o__Microtrichales|f__Microtrichaceae|g__IMCC26207,3.23E-05,2.23E-05,7.13E-05,2.83E-05,1.83E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Sarcina,0.000143686,0.00014473,0.000140702,0.000144323,0.000249647
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Crouania elisiae|g__,0.001151691,0.000243577,0.000260101,5.42E-05,7.76E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter,2.43E-05,0,2.18E-05,8.00E-06,6.77E-06
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Dunaliella tertiolecta|g__,0.000984946,0.000373632,0.000231701,0.000111813,0.000128784
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Hyphomonadaceae|g__SWB02,8.77E-05,0.000198146,0.000441441,0.000537641,0.000450544
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces,0.00011793,0.000106517,5.10E-05,6.16E-05,4.76E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Wolbachia,0.000189173,0.000104857,0.000200073,0.000171903,0.000147306
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Edaphobaculum,1.11E-05,1.61E-05,1.87E-05,1.33E-05,3.56E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Nitzschia sp. PL3-2,1.58E-05,7.13E-05,0.000170485,4.17E-05,4.44E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium,1.72E-05,4.45E-05,1.19E-05,0.000523562,0.001081543
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__AEGEAN-169 marine group|g__,2.28E-06,1.36E-05,2.17E-05,3.56E-05,2.14E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Chlorella pyrenoidosa,0.000134567,0.000246577,0.00014101,0.000144267,4.24E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Nephroselmis olivacea|g__,0.001067092,0.000199124,0.000288569,0.000121237,7.04E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Monomastix minuta|g__,3.95E-05,2.34E-05,2.91E-05,3.63E-06,1.32E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Chlamydomonas sphaeroides|g__,0.001380615,0.000579152,0.000232218,9.37E-05,5.13E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Insolitispirillum,0.000113052,0.000464001,0.000929789,0.000296209,0.000310868
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria Incertae Sedis|f__|g__Candidatus Ovatusbacter,0.000180029,0.000199513,0.000207945,0.000229692,0.000265983
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Methylophilaceae|g__Methylovorus,0.000227883,0.000202773,0.00034001,0.000356672,0.000409797
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Piscirickettsiales|f__Piscirickettsiaceae|g__Candidatus Endoecteinascidia,8.84E-05,0.000156081,0.000592224,0.000366682,0.000744429
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__|g__,0.000269419,0.0002058,0.000502201,0.000535545,0.000400177
k__Bacteria|p__Cyanobacteria|c__Vampirivibrionia|o__Gastranaerophilales|f__|g__,0.000103153,0.000139287,0.000483657,0.000160016,0.001262956
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Shewanellaceae|g__Shewanella,0.00014717,0.000120217,0.000161776,0.000479563,0.000938732
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter,2.29E-06,9.13E-05,6.99E-05,2.23E-05,7.90E-06
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Kirchneriella aperta|g__,0.000184031,0.000440983,0.000201788,0.000164789,8.97E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Tyzzerella,6.43E-06,9.33E-06,0,0,1.09E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella,3.20E-05,0.00013738,8.50E-05,0.000216915,0.000108476
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Solitalea,7.16E-05,0.000189065,0.000195362,0.000326506,0.000336367
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Azospirillales|f__|g__,0.000165126,0.000344599,0.000529191,0.000232756,0.000307103
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Actinosynnema pretiosum,0.000121783,0.000258383,0.000177441,0.000104846,0.000117478
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Alcanivoracaceae|g__Ketobacter,0.000256419,0.000198594,0.000291041,0.00026962,0.000401674
k__Bacteria|p__Firmicutes|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__Monoglobus,5.44E-05,2.04E-05,8.10E-05,4.03E-05,8.43E-06
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Chlamydomonas sp. UWO241|g__,0.001168264,0.000219636,0.000198923,8.99E-05,2.65E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__,0.000159327,5.05E-05,8.81E-05,4.43E-05,0.000253307
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Monoraphidium neglectum|g__,0.000155671,0.000510932,0.00024414,0.000212164,0.000149284
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Flammeovirgaceae|g__Flexithrix,0.000135686,0.000115967,0.000132932,5.97E-05,3.24E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Euglena viridis|g__,0.000174376,4.23E-05,5.57E-05,0.000100667,0.000193207
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylomonadaceae|g__Methylomicrobium,4.49E-05,9.37E-05,0.000165414,0.000147583,4.61E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae|g__Rhizomicrobium,5.33E-05,0.000130877,0.000505921,0.00042104,0.000791807
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter,2.20E-05,2.59E-05,1.21E-05,0.000431332,0.000932937
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Acetoanaerobium,0.000144762,0.000211139,0.000136932,0.000207945,0.000320605
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Cyanobacteriales|f__Microcystaceae|g__Cyanothece PCC-7424,0.000252545,0.000161143,0.000315547,0.000190194,9.84E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__B2M28|f__|g__,7.20E-05,6.83E-05,7.09E-05,8.73E-05,8.48E-05
k__Bacteria|p__Cyanobacteria|c__Vampirivibrionia|o__Caenarcaniphilales|f__|g__,2.12E-05,3.43E-05,4.20E-05,8.13E-05,8.46E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Chlamydomonas eustigma|g__,0.000944679,0.000284343,0.000307717,0.000113073,5.31E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Micractinium conductrix,0.000103213,0.00028361,0.00016329,0.000223078,6.95E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Paracaedibacterales|f__Paracaedibacteraceae|g__Candidatus Finniella,0.000119467,0.000231734,0.000206551,0.000314495,0.000476665
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Epipyxis sp. PR26KG|g__,0.000801031,0.000128234,0.000157696,0.000137686,0.000306912
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas,0.000194009,0.000192481,0.000463143,0.000360171,0.000463838
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Chlamydomonas debaryana|g__,0.000304278,0.000148288,8.15E-05,4.30E-06,3.69E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__EPR3968-O8a-Bc78|f__|g__,7.38E-05,0.00022513,0.000130657,0.000115608,0.000122019
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Gemmobacter,5.05E-05,0.000177956,0.000214729,0.000408444,0.000536657
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Raphidocelis subcapitata|g__,0.000114517,0.000291008,0.000135955,0.000135215,6.65E-05
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Megamonas,8.84E-06,2.91E-05,2.20E-05,0.000778887,0.000703408
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Phacus inflexus|g__,6.66E-05,0.000106974,5.34E-05,2.48E-05,2.87E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__Phaeodactylibacter,3.87E-05,0.000100538,0.000171826,0.000166801,8.16E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Weeksellaceae|g__Elizabethkingia,0.000114183,5.46E-05,4.34E-05,0.000212101,0.000656578
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Paraclostridium,7.12E-05,8.39E-05,8.37E-05,6.85E-05,5.44E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__UCG-010|g__,6.58E-05,0.00018129,0.000163177,0.000204129,4.34E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Fokiniaceae|g__MD3-55,4.43E-06,3.62E-06,5.42E-05,9.15E-05,3.32E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Pythium insidiosum,5.75E-06,1.01E-05,2.04E-05,7.49E-05,4.84E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Azotobacter,0.000710839,6.90E-05,0.00021453,0.000365393,0.000442004
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter,0.000294167,0.000102286,0.000109319,0.000133146,0.000120483
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Ankyra judayi|g__,0.000203589,0.000281829,0.000242611,7.91E-05,5.61E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Jakoba bahamiensis,3.77E-05,8.49E-05,6.35E-05,2.35E-05,4.42E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__,0.00055518,0.000273599,0.000150355,9.38E-05,8.62E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__[Eubacterium] brachy group,0.00010417,0.000233528,0.000197333,0.000296074,0.000326084
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium sensu stricto 18,2.38E-05,2.61E-05,3.88E-05,5.66E-05,0.000143283
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Chitinibacteraceae|g__Chitiniphilus,0.000153123,7.59E-05,0.000113497,0.00020958,0.00027112
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Schizomeris leibleinii|g__,6.07E-05,4.42E-05,6.20E-05,1.31E-06,2.18E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Halieaceae|g__Halioglobus,0.000225892,0.000123772,0.000134026,0.000130641,0.000209956
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecalibacterium,2.30E-06,1.83E-06,6.37E-07,0.000289288,0.000897516
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Tabrizicola,1.74E-05,3.47E-05,2.66E-06,4.72E-05,3.28E-05
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Renibacterium,3.35E-05,0.000139948,0.000112732,6.63E-05,0.000123901
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__Anaerovorax,0.00011005,0.00024183,0.000113457,0.000194283,0.000343566
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Treubaria triappendiculata|g__,6.80E-05,8.46E-05,7.11E-05,0.000101284,4.78E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Paeniclostridium,6.23E-05,0.000117244,0.000111752,7.59E-05,5.06E-05
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__,2.76E-05,6.64E-05,4.61E-05,0.000477475,0.000703549
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Phormidesmiales|f__Phormidesmiaceae|g__Phormidium MBIC10003,0.000111144,0.000183531,7.29E-05,8.77E-05,8.99E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Euglena sanguinea|g__,0.000217621,0.000142234,0.000174641,0.000173486,0.000217897
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Hordeum vulgare subsp. vulgare (domesticated barley),0,0.001533304,7.59E-05,7.30E-06,3.56E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Subdoligranulum,1.91E-05,2.32E-05,1.97E-05,0.000426911,0.000759894
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Mychonastes jurisii|g__,8.70E-05,0.000175743,7.73E-05,9.36E-05,5.95E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Cyanobacteriales|f__Cyanobacteriaceae|g__,9.43E-06,2.72E-05,3.85E-05,4.39E-05,2.76E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Hymenobacteraceae|g__Pontibacter,6.47E-05,0.000348193,0.000255393,0.00036744,0.000417251
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Beggiatoales|f__Beggiatoaceae|g__Thiomargarita,8.12E-05,7.04E-05,0.000139049,7.90E-05,7.10E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Alicyclobacillales|f__Alicyclobacillaceae|g__Tumebacillus,0.000108114,0.000264054,0.000623776,0.000179293,0.000142676
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__UCG-004,3.64E-05,6.80E-05,7.50E-05,0.000133544,0.00021912
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Agathobacter,2.17E-05,5.19E-06,1.05E-06,0.000338446,0.000647779
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Arcticibacter,0.000621986,0.000335973,7.89E-05,2.08E-05,7.01E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Synura petersenii|g__,0.000100099,1.33E-05,1.15E-05,1.74E-05,1.70E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Thecamonas trahens,7.07E-06,1.85E-05,9.57E-06,6.33E-06,3.60E-05
